vardas		pavarde		nd1	nd2	nd3	nd4	nd5	nd6	nd7	nd8	nd9	nd10	nd11	nd12	nd13	nd14	nd15	nd16	nd17	nd18	nd19	nd20	egzaminas	galutinis balas
vardas486		pavarde486		9	8	8	4	4	8	10	3	1	2	5	1	6	5	9	5	3	9	2	1	1		2.66
vardas487		pavarde487		2	9	7	10	5	4	5	1	7	2	8	3	3	3	4	4	2	3	6	1	4		4.18
vardas488		pavarde488		9	9	9	6	2	10	4	2	6	7	1	9	5	4	4	3	7	4	10	5	5		5.32
vardas489		pavarde489		6	5	4	5	10	10	6	6	2	7	10	9	10	9	1	8	1	4	8	1	9		7.84
vardas490		pavarde490		9	10	1	9	2	2	4	8	4	4	7	7	4	3	3	5	3	3	10	6	1		2.68
vardas491		pavarde491		10	5	3	5	7	2	7	3	10	6	7	8	7	8	6	10	8	9	7	3	1		3.22
vardas492		pavarde492		10	7	5	4	1	8	6	7	6	5	1	7	9	1	5	2	1	1	6	6	8		6.76
vardas493		pavarde493		2	10	4	2	10	2	8	5	4	2	4	3	10	4	4	8	1	7	5	7	1		2.64
vardas494		pavarde494		6	3	1	4	3	9	6	9	6	2	5	2	7	8	10	9	7	9	10	5	8		7.22
vardas495		pavarde495		8	5	1	6	3	1	5	1	10	4	4	1	4	5	5	2	5	5	7	5	3		3.54
vardas496		pavarde496		7	4	10	6	9	4	6	8	7	7	10	7	7	9	6	7	9	2	8	2	3		4.5
vardas497		pavarde497		7	4	8	1	5	7	6	10	4	6	7	6	5	6	7	10	7	1	7	4	9		7.76
vardas498		pavarde498		8	9	5	9	5	9	7	4	7	6	2	7	6	7	4	4	3	3	2	2	8		6.98
vardas499		pavarde499		9	2	2	8	1	1	8	4	7	9	7	2	1	10	10	7	8	9	6	10	3		4.22
vardas500		pavarde500		3	1	5	2	2	6	8	7	6	10	9	9	2	9	10	3	4	2	8	2	4		4.56
vardas501		pavarde501		2	8	1	5	3	2	5	3	1	3	6	8	9	8	4	2	7	4	5	2	1		2.36
vardas502		pavarde502		5	10	2	9	5	5	2	2	7	1	6	3	8	10	1	2	8	6	2	5	9		7.38
vardas503		pavarde503		4	4	8	5	2	9	5	3	6	4	7	7	8	7	9	10	9	9	7	10	6		6.26
vardas504		pavarde504		8	1	9	5	10	8	8	4	5	6	3	3	1	9	1	8	5	4	3	10	1		2.82
vardas505		pavarde505		7	3	2	4	3	4	4	2	2	7	3	10	10	10	2	6	10	6	10	5	3		4
vardas506		pavarde506		4	1	5	9	5	4	9	5	9	2	5	5	10	9	1	3	5	10	8	10	1		2.98
vardas507		pavarde507		4	8	4	4	8	5	9	4	5	5	10	1	8	5	8	3	5	4	7	10	8		7.14
vardas508		pavarde508		8	1	3	6	3	1	4	10	3	6	4	9	8	8	5	7	1	9	2	9	6		5.74
vardas509		pavarde509		1	6	8	7	2	9	4	1	6	3	10	5	3	1	8	5	4	2	5	7	5		4.94
vardas510		pavarde510		5	10	8	6	3	9	9	3	4	7	2	4	4	1	10	3	7	10	10	3	1		2.96
vardas511		pavarde511		5	2	3	10	3	3	1	2	2	5	1	6	9	2	2	8	5	2	6	7	7		5.88
vardas512		pavarde512		8	2	9	7	10	10	6	10	5	6	9	8	6	3	2	5	10	3	1	9	1		3.18
vardas513		pavarde513		10	8	1	8	2	8	8	10	3	3	8	9	3	2	6	3	8	10	2	10	8		7.24
vardas514		pavarde514		6	6	9	6	3	6	9	4	8	8	9	3	5	5	10	2	2	7	2	7	7		6.54
vardas515		pavarde515		9	3	7	8	7	7	2	4	2	4	2	1	6	7	9	8	9	8	3	7	6		5.86
vardas516		pavarde516		3	3	1	1	1	8	8	5	5	5	5	5	10	3	10	3	1	8	6	2	10		7.86
vardas517		pavarde517		6	7	1	2	1	4	10	7	10	10	6	8	7	8	8	8	2	6	7	2	7		6.6
vardas518		pavarde518		9	8	1	1	4	7	2	5	3	5	7	6	9	10	4	3	5	2	7	6	8		6.88
vardas519		pavarde519		7	10	8	4	10	10	3	9	5	1	9	7	1	5	4	3	3	4	7	8	5		5.36
vardas520		pavarde520		9	8	8	4	4	8	2	7	3	9	4	6	4	10	2	5	6	2	6	3	9		7.6
vardas521		pavarde521		3	3	3	2	6	7	10	10	4	6	1	9	3	7	7	4	1	6	7	10	4		4.58
vardas522		pavarde522		6	7	2	1	9	4	8	3	4	7	6	2	8	7	10	3	2	5	3	3	9		7.4
vardas523		pavarde523		10	2	3	1	2	1	1	2	7	2	6	3	1	1	7	7	10	4	6	7	6		5.26
vardas524		pavarde524		5	7	4	1	9	3	2	10	8	3	1	5	1	4	1	2	8	9	4	8	6		5.5
vardas525		pavarde525		5	2	4	7	8	2	7	9	10	6	2	5	4	8	9	7	5	7	2	2	9		7.62
vardas526		pavarde526		10	7	7	6	9	5	7	1	8	4	9	2	5	7	3	4	9	9	10	3	9		7.9
vardas527		pavarde527		4	3	9	9	8	5	2	10	6	3	4	5	7	9	10	7	5	7	1	7	9		7.82
vardas528		pavarde528		4	1	10	10	2	8	10	3	9	4	8	6	4	3	6	5	7	5	9	2	1		2.92
vardas529		pavarde529		6	1	6	3	3	3	5	3	5	9	3	1	4	7	4	10	3	2	7	10	4		4.3
vardas530		pavarde530		6	10	6	4	1	6	9	9	4	3	4	5	9	2	6	4	2	9	4	5	10		8.16
vardas531		pavarde531		2	4	2	5	5	8	3	5	2	6	6	1	7	4	2	10	7	4	2	9	1		2.48
vardas532		pavarde532		9	7	1	1	5	9	6	2	1	10	3	5	4	10	10	5	9	10	1	10	2		3.56
vardas533		pavarde533		3	7	5	10	4	6	10	1	1	8	6	3	10	7	1	8	1	3	3	10	8		6.94
vardas534		pavarde534		9	9	8	7	4	1	7	10	7	6	4	7	3	9	2	10	5	9	8	3	1		3.16
vardas535		pavarde535		10	5	6	7	7	8	1	5	8	10	6	8	3	7	1	9	8	2	4	3	9		7.76
vardas536		pavarde536		6	8	6	2	7	9	4	6	3	7	6	10	3	1	6	5	4	3	3	9	7		6.36
vardas537		pavarde537		7	8	9	5	6	7	2	2	5	9	10	3	8	3	6	10	4	2	7	5	3		4.16
vardas538		pavarde538		6	4	3	5	7	3	1	10	9	4	4	8	9	3	8	6	2	5	4	4	9		7.5
vardas539		pavarde539		2	1	1	10	4	8	1	4	9	10	4	6	8	1	5	1	5	8	2	2	7		6.04
vardas540		pavarde540		10	8	10	4	7	5	1	9	1	4	9	9	3	2	5	3	4	3	2	2	3		3.82
vardas541		pavarde541		4	7	6	8	8	3	5	4	4	3	8	9	10	9	5	6	2	10	2	1	1		2.88
vardas542		pavarde542		3	7	3	2	1	4	8	3	4	2	7	8	9	3	9	10	3	9	8	9	4		4.64
vardas543		pavarde543		8	3	9	1	7	5	1	8	3	9	6	2	6	6	7	9	9	5	6	1	1		2.82
vardas544		pavarde544		4	3	6	5	9	8	1	5	9	9	9	3	7	4	4	4	4	7	7	6	9		7.68
vardas545		pavarde545		2	8	7	10	7	7	1	7	10	10	7	3	6	10	2	2	3	7	1	3	1		2.86
vardas546		pavarde546		1	6	7	9	10	3	3	1	3	10	1	10	9	5	3	5	2	3	9	4	2		3.28
vardas547		pavarde547		6	5	4	6	9	10	2	8	5	8	3	10	4	4	1	6	9	2	9	2	4		4.66
vardas548		pavarde548		7	6	6	4	6	4	4	2	5	6	10	1	5	9	8	2	9	3	1	1	4		4.38
vardas549		pavarde549		2	8	10	10	8	5	7	8	1	8	9	1	8	1	2	9	1	9	1	8	8		7.12
vardas550		pavarde550		3	6	5	2	1	7	5	6	3	3	5	9	10	7	3	5	3	2	3	9	5		4.94
vardas551		pavarde551		4	9	7	6	7	6	1	10	8	4	7	6	10	6	3	9	2	6	4	2	8		7.14
vardas552		pavarde552		4	4	7	10	8	8	1	4	8	5	3	8	7	1	6	4	4	8	10	8	6		5.96
vardas553		pavarde553		3	3	5	2	3	4	5	3	4	5	1	1	9	9	2	2	7	10	3	5	8		6.52
vardas554		pavarde554		4	3	1	10	8	1	9	4	9	10	6	6	5	10	7	3	6	4	10	2	4		4.76
vardas555		pavarde555		7	1	8	6	8	3	4	10	9	3	7	10	8	4	2	9	8	3	1	5	10		8.32
vardas556		pavarde556		3	8	6	7	6	6	7	10	3	4	8	4	7	10	9	8	2	1	4	7	2		3.6
vardas557		pavarde557		4	1	7	1	1	7	5	9	7	9	5	3	10	5	1	1	2	10	4	7	5		4.98
vardas558		pavarde558		8	7	3	6	10	2	4	10	4	9	8	1	10	4	7	2	4	7	5	2	2		3.46
vardas559		pavarde559		10	6	3	8	6	2	2	2	2	7	1	1	6	2	5	9	2	3	8	3	10		7.76
vardas560		pavarde560		1	4	9	10	7	4	10	4	6	10	5	5	5	8	1	7	9	9	3	8	10		8.5
vardas561		pavarde561		10	9	2	6	4	5	8	10	1	7	6	3	3	7	8	3	8	1	5	8	4		4.68
vardas562		pavarde562		7	5	9	2	10	1	6	4	4	5	1	3	5	2	1	5	6	4	5	4	9		7.18
vardas563		pavarde563		8	6	6	7	9	2	3	3	9	5	3	3	6	5	6	9	7	3	3	2	9		7.5
vardas564		pavarde564		1	4	5	2	1	9	8	4	6	6	8	1	3	4	2	4	6	8	10	2	9		7.28
vardas565		pavarde565		1	2	3	9	3	10	6	10	7	7	8	10	7	6	6	10	6	1	9	1	8		7.24
vardas566		pavarde566		4	8	2	9	2	4	10	5	8	10	6	5	10	7	8	6	6	1	4	2	10		8.34
vardas567		pavarde567		2	8	4	10	6	5	2	3	4	1	9	2	8	8	6	7	9	10	4	3	4		4.62
vardas568		pavarde568		7	1	10	5	2	1	9	1	10	3	2	7	10	9	4	5	1	2	7	10	3		3.92
vardas569		pavarde569		5	10	8	4	8	6	1	4	10	6	9	4	3	7	7	2	10	2	7	5	1		2.96
vardas570		pavarde570		5	6	6	1	1	8	7	4	2	10	2	1	10	6	10	6	10	5	5	5	2		3.4
vardas571		pavarde571		9	2	2	3	2	8	2	3	9	6	5	8	3	5	5	4	5	5	3	6	10		7.9
vardas572		pavarde572		1	7	2	1	2	2	4	7	8	3	2	6	4	8	2	1	1	4	10	10	6		5.3
vardas573		pavarde573		10	9	4	8	2	1	9	9	10	9	9	10	4	4	5	10	8	7	6	2	9		8.12
vardas574		pavarde574		7	7	3	8	2	10	10	1	9	3	7	4	3	5	4	2	6	10	1	2	9		7.48
vardas575		pavarde575		8	5	4	6	8	4	5	3	7	2	3	7	4	8	10	4	8	6	2	8	3		4.04
vardas576		pavarde576		6	1	4	9	10	1	5	2	10	3	9	3	8	3	10	6	4	5	7	7	9		7.66
vardas577		pavarde577		7	4	1	8	10	1	1	3	5	9	1	1	5	4	3	8	4	7	5	7	3		3.68
vardas578		pavarde578		3	8	10	6	3	8	5	5	6	6	3	8	7	2	7	3	2	3	4	6	1		2.7
vardas579		pavarde579		6	2	9	5	8	8	1	6	10	8	1	3	8	8	3	10	6	9	5	5	4		4.82
vardas580		pavarde580		3	10	2	4	10	9	8	7	5	3	8	3	1	8	1	4	9	2	5	9	8		7.02
vardas581		pavarde581		1	5	6	9	3	8	5	9	5	3	3	10	5	10	2	10	8	2	5	7	7		6.52
vardas582		pavarde582		4	9	1	9	2	1	1	9	9	7	5	2	7	2	3	9	10	4	3	3	9		7.4
vardas583		pavarde583		10	5	4	1	9	4	8	7	10	5	5	1	6	1	2	3	2	2	8	9	8		6.84
vardas584		pavarde584		10	8	3	3	3	7	1	8	3	7	7	7	3	7	9	5	8	10	6	3	5		5.36
vardas585		pavarde585		10	8	10	10	5	8	7	2	10	7	8	8	6	6	7	5	1	10	6	7	2		4.02
vardas586		pavarde586		7	2	10	8	8	1	1	8	9	7	9	2	6	7	1	7	8	7	4	3	6		5.9
vardas587		pavarde587		10	8	2	4	10	2	2	3	9	2	2	3	5	10	6	8	9	2	8	4	6		5.78
vardas588		pavarde588		4	7	10	3	3	3	5	10	9	1	8	5	2	9	6	9	5	8	9	7	7		6.66
vardas589		pavarde589		9	8	1	3	9	8	10	4	7	1	8	5	1	1	5	1	10	10	2	9	9		7.64
vardas590		pavarde590		4	5	1	10	6	6	10	1	3	9	5	8	1	9	2	6	9	6	8	5	9		7.68
vardas591		pavarde591		1	6	5	8	6	8	7	7	2	6	3	1	1	3	10	9	5	10	5	4	3		3.94
vardas592		pavarde592		4	9	4	10	2	3	8	8	10	2	1	8	1	7	4	1	3	10	7	7	4		4.58
vardas593		pavarde593		7	10	9	3	5	5	1	6	7	2	10	2	4	8	3	4	8	5	4	5	2		3.36
vardas594		pavarde594		4	1	10	8	2	9	7	7	3	3	2	9	5	7	5	4	6	7	8	5	3		4.04
vardas595		pavarde595		5	6	10	10	5	3	5	10	3	4	10	3	4	7	2	2	9	5	5	8	5		5.32
vardas596		pavarde596		2	6	6	7	7	5	10	3	6	5	2	8	10	5	9	8	6	5	1	4	5		5.3
vardas597		pavarde597		8	1	9	10	1	9	8	7	7	4	6	4	10	5	5	7	4	6	3	6	10		8.4
vardas598		pavarde598		8	9	10	5	2	9	6	3	10	7	1	7	8	4	8	5	9	3	8	9	8		7.42
vardas599		pavarde599		8	8	5	1	7	5	1	9	2	4	1	6	10	5	2	4	2	2	9	3	5		4.88
vardas600		pavarde600		8	4	5	8	7	6	3	4	2	4	4	10	2	2	5	7	8	8	4	6	10		8.14
vardas601		pavarde601		3	4	8	10	2	2	10	9	7	2	9	9	8	8	4	1	3	4	5	2	10		8.2
vardas602		pavarde602		6	9	4	8	2	9	10	7	5	5	10	6	8	5	10	4	8	2	4	10	8		7.44
vardas603		pavarde603		2	9	4	5	7	2	3	9	9	7	8	1	9	2	2	3	7	8	1	2	5		5
vardas604		pavarde604		10	3	5	1	8	2	8	9	8	6	9	2	5	7	9	4	1	8	9	6	10		8.4
vardas605		pavarde605		5	7	8	10	3	3	10	1	10	2	2	2	10	9	7	10	3	2	8	4	10		8.32
vardas606		pavarde606		4	9	1	3	4	2	6	8	10	6	3	8	10	1	4	7	1	8	3	2	2		3.2
vardas607		pavarde607		10	5	5	2	5	6	4	2	10	5	5	4	4	4	3	4	6	5	7	5	10		8.02
vardas608		pavarde608		4	5	5	9	8	4	4	1	2	7	2	3	2	6	4	1	7	4	3	1	10		7.64
vardas609		pavarde609		8	7	1	6	1	4	2	4	9	4	9	2	4	4	2	6	2	2	1	5	3		3.46
vardas610		pavarde610		5	8	3	3	2	6	5	5	5	10	2	1	5	2	3	5	1	8	6	3	2		2.96
vardas611		pavarde611		6	1	6	3	1	2	8	1	4	1	7	6	9	1	4	2	1	4	8	5	1		2.2
vardas612		pavarde612		9	4	9	3	8	7	4	1	4	5	2	1	5	8	4	3	1	8	3	9	4		4.36
vardas613		pavarde613		8	10	3	2	3	2	7	2	3	2	4	6	9	4	4	2	9	7	2	8	1		2.54
vardas614		pavarde614		5	7	1	8	6	7	2	4	3	3	9	4	7	2	10	5	6	6	6	10	7		6.42
vardas615		pavarde615		10	10	7	5	9	7	6	7	4	4	5	10	2	2	8	9	3	9	1	6	5		5.48
vardas616		pavarde616		1	2	1	8	5	4	1	7	1	5	5	1	6	3	5	1	2	7	6	4	10		7.5
vardas617		pavarde617		5	6	4	7	6	10	10	9	7	8	6	3	7	2	5	9	1	10	4	5	10		8.48
vardas618		pavarde618		6	1	4	6	1	1	8	8	7	6	2	10	4	2	7	10	6	7	4	1	1		2.62
vardas619		pavarde619		5	5	6	9	4	7	10	8	4	3	2	6	3	3	2	1	4	3	4	7	6		5.52
vardas620		pavarde620		5	7	5	3	1	3	5	4	10	10	7	2	6	8	2	7	6	10	8	4	4		4.66
vardas621		pavarde621		9	1	4	3	2	1	8	10	3	5	4	8	10	5	7	6	1	8	10	4	9		7.58
vardas622		pavarde622		3	9	4	8	1	7	9	10	9	10	10	7	3	7	5	8	9	1	10	8	4		5.16
vardas623		pavarde623		8	5	10	8	3	9	7	5	7	8	10	8	5	4	5	9	4	6	10	9	5		5.8
vardas624		pavarde624		3	2	8	1	2	4	9	4	5	4	4	3	9	9	4	5	7	5	4	1	10		7.86
vardas625		pavarde625		1	9	9	2	8	2	1	4	6	4	6	5	2	8	10	5	6	7	3	9	2		3.34
vardas626		pavarde626		4	8	6	10	7	9	4	2	3	5	5	9	8	7	5	10	5	7	10	3	3		4.34
vardas627		pavarde627		9	4	7	8	10	8	5	10	9	9	6	6	2	7	8	8	10	5	7	3	4		5.22
vardas628		pavarde628		3	6	8	5	9	3	10	10	1	9	9	4	7	2	7	5	2	8	8	4	10		8.4
vardas629		pavarde629		8	2	9	8	2	10	10	3	10	10	2	3	8	7	7	6	3	4	4	3	8		7.18
vardas630		pavarde630		1	6	6	8	2	6	9	8	3	3	8	10	2	3	4	2	1	4	8	2	1		2.52
vardas631		pavarde631		4	1	7	3	1	10	7	6	4	10	4	6	4	8	8	3	2	7	7	5	6		5.74
vardas632		pavarde632		8	8	8	4	4	6	3	9	9	5	2	5	5	7	7	6	2	6	4	5	6		5.86
vardas633		pavarde633		2	1	3	3	3	10	7	5	1	1	5	6	1	10	8	9	9	5	4	8	4		4.42
vardas634		pavarde634		8	1	5	10	2	4	3	7	10	10	6	1	8	6	1	9	4	3	2	1	4		4.42
vardas635		pavarde635		1	10	6	2	5	7	8	1	8	4	4	7	8	7	6	5	5	7	9	6	2		3.52
vardas636		pavarde636		8	1	5	8	2	4	10	4	4	6	10	2	10	10	1	8	7	6	10	1	8		7.14
vardas637		pavarde637		1	4	5	2	7	9	4	9	6	1	10	2	10	6	4	7	1	5	9	9	3		4.02
vardas638		pavarde638		6	7	6	3	10	2	8	6	4	6	4	1	5	5	4	9	2	6	10	1	4		4.5
vardas639		pavarde639		4	10	8	1	8	9	5	7	2	3	4	9	6	4	8	6	4	9	10	9	5		5.52
vardas640		pavarde640		6	7	7	1	2	10	2	3	5	3	7	5	3	10	5	4	10	1	8	6	2		3.3
vardas641		pavarde641		7	9	1	6	10	3	1	2	2	8	6	10	10	9	8	7	1	6	6	2	8		7.08
vardas642		pavarde642		3	10	1	3	1	4	4	9	3	10	2	8	5	2	10	1	4	4	3	6	2		3.06
vardas643		pavarde643		2	10	8	1	6	5	5	4	10	8	5	7	3	8	4	4	10	1	4	10	8		7.1
vardas644		pavarde644		9	6	3	3	3	7	2	3	6	2	7	8	6	7	2	5	4	9	4	1	10		7.94
vardas645		pavarde645		10	2	7	6	2	8	2	5	3	7	2	9	1	3	7	10	2	7	5	10	4		4.56
vardas646		pavarde646		3	5	6	5	2	3	1	10	4	4	7	7	1	9	6	7	9	4	7	6	9		7.52
vardas647		pavarde647		3	2	3	7	5	2	4	10	4	4	7	2	4	10	1	9	8	9	3	4	10		8.02
vardas648		pavarde648		3	9	3	5	4	10	2	8	7	1	4	9	3	6	7	3	5	1	6	8	8		6.88
vardas649		pavarde649		9	8	6	6	4	6	6	3	4	10	1	10	10	10	7	3	3	4	8	3	2		3.62
vardas650		pavarde650		3	7	2	6	8	5	5	1	9	4	6	10	3	9	6	7	10	4	5	5	7		6.5
vardas651		pavarde651		4	3	7	9	10	4	10	10	9	4	1	1	10	5	6	7	3	6	7	8	3		4.28
vardas652		pavarde652		3	6	8	5	4	5	2	10	8	3	5	2	9	5	5	2	9	10	8	2	6		5.82
vardas653		pavarde653		5	7	3	6	2	9	1	9	6	8	1	9	1	2	2	1	9	5	2	10	10		7.96
vardas654		pavarde654		8	5	8	2	3	2	8	2	3	6	1	9	10	10	6	1	2	6	8	7	1		2.74
vardas655		pavarde655		5	7	4	10	10	8	7	9	1	7	5	9	6	4	2	10	2	9	10	10	2		3.9
vardas656		pavarde656		4	8	3	5	5	7	7	10	5	3	5	2	10	10	5	1	9	3	2	1	3		3.9
vardas657		pavarde657		1	7	7	10	2	7	3	3	10	9	10	2	4	3	3	1	4	8	7	10	1		2.82
vardas658		pavarde658		10	1	2	5	2	7	5	6	7	9	3	7	3	8	4	10	10	8	10	1	3		4.16
vardas659		pavarde659		4	6	2	8	8	3	8	3	6	3	8	2	7	2	3	7	10	6	8	5	3		3.98
vardas660		pavarde660		1	4	5	4	4	1	8	8	1	3	8	5	5	7	10	1	9	10	6	6	10		8.12
vardas661		pavarde661		9	3	3	8	8	8	6	4	10	8	5	3	6	4	8	1	9	3	6	9	7		6.62
vardas662		pavarde662		4	3	9	9	3	7	4	7	7	6	9	6	9	3	1	4	5	10	3	3	9		7.64
vardas663		pavarde663		10	5	3	2	2	2	1	3	5	7	9	7	2	9	6	8	8	2	1	6	5		4.96
vardas664		pavarde664		9	3	6	10	2	2	6	8	1	3	4	3	1	5	4	3	10	10	3	5	1		2.56
vardas665		pavarde665		6	2	10	10	8	2	10	3	2	9	10	1	8	5	4	3	3	4	7	9	8		7.12
vardas666		pavarde666		1	2	10	8	6	6	5	10	2	1	1	8	7	8	5	3	10	4	4	1	10		8.04
vardas667		pavarde667		4	6	1	4	6	9	10	2	1	3	5	9	4	3	2	3	2	8	3	8	3		3.66
vardas668		pavarde668		8	8	5	8	6	6	7	2	1	9	6	3	7	4	5	5	6	1	10	9	3		4.12
vardas669		pavarde669		8	1	2	3	8	6	5	9	5	2	4	10	10	3	4	4	6	6	5	7	2		3.36
vardas670		pavarde670		3	5	10	9	8	7	3	2	7	6	4	10	1	2	9	7	2	8	1	1	4		4.5
vardas671		pavarde671		2	6	9	8	10	1	9	6	4	9	6	6	5	7	4	8	1	8	4	2	7		6.5
vardas672		pavarde672		2	8	7	3	10	7	3	1	6	4	10	1	6	5	10	1	8	4	9	6	1		2.82
vardas673		pavarde673		6	9	5	7	10	2	3	2	6	6	4	8	2	8	6	1	5	4	8	2	7		6.28
vardas674		pavarde674		2	2	3	7	4	9	9	3	10	5	9	1	10	8	3	9	5	4	7	7	3		4.14
vardas675		pavarde675		2	4	7	3	1	4	6	1	7	3	4	6	1	9	6	5	3	4	1	4	8		6.42
vardas676		pavarde676		8	7	8	9	2	6	3	6	9	5	9	7	7	9	8	3	4	2	6	4	1		3.04
vardas677		pavarde677		1	3	10	4	6	8	6	10	10	7	1	5	8	4	4	4	5	9	3	1	5		5.18
vardas678		pavarde678		10	4	6	6	1	2	8	5	2	2	9	8	6	9	8	4	3	7	1	8	3		3.98
vardas679		pavarde679		5	4	10	3	1	4	8	2	10	10	1	4	2	10	9	1	6	6	1	7	9		7.48
vardas680		pavarde680		10	6	7	7	1	3	9	4	8	3	10	4	8	5	10	6	8	8	2	10	1		3.18
vardas681		pavarde681		7	8	7	5	5	1	9	4	2	10	5	9	6	4	5	5	5	6	7	9	6		5.98
vardas682		pavarde682		3	10	6	7	2	2	1	8	4	4	7	10	2	10	5	2	1	4	10	3	5		5.02
vardas683		pavarde683		4	7	2	7	7	5	8	2	9	5	4	8	5	4	8	2	7	2	3	9	2		3.36
vardas684		pavarde684		1	7	3	2	3	5	6	9	2	7	6	10	2	6	10	8	5	3	6	7	10		8.16
vardas685		pavarde685		3	5	1	5	6	9	1	8	8	9	8	10	5	8	8	5	3	4	2	3	4		4.62
vardas686		pavarde686		2	4	6	4	3	10	6	4	8	4	9	3	6	4	10	5	3	7	2	8	2		3.36
vardas687		pavarde687		8	8	6	4	1	4	2	7	5	8	1	7	9	6	1	7	9	3	5	8	10		8.18
vardas688		pavarde688		6	4	4	5	2	6	4	1	7	3	8	10	4	1	6	7	5	6	10	8	4		4.54
vardas689		pavarde689		4	7	2	7	9	2	5	1	10	8	2	4	5	6	2	3	7	5	2	7	5		4.96
vardas690		pavarde690		2	10	5	5	5	1	5	4	3	4	8	10	1	3	5	10	7	7	8	9	1		2.84
vardas691		pavarde691		5	9	3	10	5	9	9	7	7	1	8	2	4	7	1	2	8	7	10	3	9		7.74
vardas692		pavarde692		5	3	4	5	7	6	2	1	10	3	6	9	5	3	2	5	3	3	8	8	8		6.76
vardas693		pavarde693		5	2	3	1	9	5	4	4	3	1	2	8	6	8	2	5	6	2	7	8	5		4.82
vardas694		pavarde694		3	5	5	9	10	3	6	5	6	7	7	10	5	1	2	10	2	2	2	7	2		3.34
vardas695		pavarde695		7	1	10	6	1	6	2	10	2	7	2	9	3	2	2	6	7	9	1	7	4		4.4
vardas696		pavarde696		1	8	5	10	7	1	6	10	4	8	3	1	9	1	8	6	4	6	6	2	7		6.32
vardas697		pavarde697		1	10	2	10	8	2	2	10	6	2	4	3	6	8	9	4	3	5	10	3	4		4.56
vardas698		pavarde698		10	3	10	6	6	10	10	7	6	4	6	3	9	8	3	1	5	5	6	5	3		4.26
vardas699		pavarde699		5	9	10	6	8	2	7	9	4	7	2	6	7	8	4	9	6	5	2	2	7		6.56
vardas700		pavarde700		6	6	7	2	8	5	3	10	9	6	5	7	3	2	3	6	2	6	9	4	9		7.58
vardas701		pavarde701		1	3	10	1	6	2	4	5	7	3	7	6	2	6	4	6	8	10	4	2	4		4.34
vardas702		pavarde702		5	10	9	2	6	5	7	7	4	1	5	10	5	10	10	1	10	7	8	7	6		6.18
vardas703		pavarde703		2	10	1	5	10	9	1	1	7	5	10	7	4	3	5	7	6	10	9	8	9		7.8
vardas704		pavarde704		7	4	7	5	9	1	3	5	6	1	7	8	8	8	6	2	5	8	10	5	3		4.1
vardas705		pavarde705		2	5	1	8	1	8	7	2	2	9	10	6	8	2	3	6	8	5	8	2	8		6.86
vardas706		pavarde706		6	1	9	7	1	3	5	7	4	8	7	9	7	8	4	7	4	7	9	5	5		5.36
vardas707		pavarde707		4	3	8	6	10	9	3	7	2	2	4	6	4	8	5	3	8	2	2	1	8		6.74
vardas708		pavarde708		6	1	7	1	6	9	6	8	1	5	8	5	1	7	1	1	8	7	6	5	7		6.18
vardas709		pavarde709		5	2	7	9	8	5	10	3	9	6	5	2	1	2	3	10	2	1	6	7	10		8.06
vardas710		pavarde710		2	7	7	2	2	3	8	10	2	9	2	7	2	2	2	7	5	4	2	5	9		7.2
vardas711		pavarde711		10	3	8	5	3	2	7	4	4	2	9	5	7	7	1	7	7	6	5	7	7		6.38
vardas712		pavarde712		6	6	8	8	3	1	3	2	1	8	8	8	8	7	7	6	10	3	9	10	8		7.24
vardas713		pavarde713		10	4	8	1	3	6	1	2	6	5	10	3	9	5	3	10	7	5	1	2	2		3.22
vardas714		pavarde714		6	3	5	3	1	3	5	7	4	7	1	3	10	7	5	10	9	10	5	4	8		6.96
vardas715		pavarde715		2	3	3	10	2	9	5	7	5	10	8	9	1	3	9	2	1	10	5	9	2		3.46
vardas716		pavarde716		1	8	1	2	3	8	3	8	10	10	8	7	4	3	3	10	9	8	3	6	6		5.9
vardas717		pavarde717		8	6	10	8	8	3	3	5	2	8	8	3	5	7	4	9	3	1	7	6	9		7.68
vardas718		pavarde718		2	1	4	10	3	6	10	3	3	5	8	1	10	2	1	7	6	8	4	4	10		7.96
vardas719		pavarde719		4	3	1	10	9	3	1	3	10	8	6	9	8	1	4	10	3	4	6	7	8		7
vardas720		pavarde720		5	10	10	9	10	9	6	6	7	6	3	1	3	1	8	7	7	5	6	10	6		6.18
vardas721		pavarde721		5	4	3	5	3	3	10	2	1	1	5	1	4	6	8	6	1	10	9	3	9		7.2
vardas722		pavarde722		7	1	2	7	7	8	10	6	5	8	8	8	9	4	7	8	1	8	5	5	7		6.68
vardas723		pavarde723		9	9	7	2	5	10	6	6	6	5	3	7	7	3	1	3	7	1	6	3	7		6.32
vardas724		pavarde724		2	5	10	1	4	4	3	1	10	3	2	4	2	3	9	7	7	6	7	6	4		4.32
vardas725		pavarde725		2	5	9	6	1	3	2	9	5	1	1	5	5	5	2	3	7	10	9	8	4		4.36
vardas726		pavarde726		4	1	7	2	3	2	6	10	2	2	8	5	2	3	3	10	7	10	8	7	9		7.44
vardas727		pavarde727		2	3	3	8	6	6	7	7	3	9	6	1	4	6	1	1	4	5	1	5	2		2.96
vardas728		pavarde728		4	1	5	5	5	7	8	3	1	9	5	8	2	5	9	2	2	2	7	7	6		5.54
