vardas		pavarde		nd1	nd2	nd3	nd4	nd5	nd6	nd7	nd8	nd9	nd10	nd11	nd12	nd13	nd14	nd15	nd16	nd17	nd18	nd19	nd20	egzaminas	galutinis balas
vardas4735		pavarde4735		10	8	4	3	6	6	1	6	9	9	5	9	2	6	8	7	3	10	5	8	7		6.7
vardas4736		pavarde4736		2	5	3	9	9	8	9	10	3	5	1	4	3	10	5	7	10	5	7	4	10		8.38
vardas4737		pavarde4737		9	7	10	7	1	2	4	8	6	7	10	2	3	7	9	7	7	2	9	1	4		4.76
vardas4738		pavarde4738		4	1	1	2	8	5	1	8	7	1	7	8	2	5	10	9	6	10	5	9	2		3.38
vardas4739		pavarde4739		4	1	10	3	2	9	9	9	3	4	3	9	1	10	4	10	6	4	3	3	1		2.74
vardas4740		pavarde4740		3	7	6	8	6	10	3	2	3	5	4	3	9	2	6	6	7	10	4	5	8		6.98
vardas4741		pavarde4741		3	2	9	9	5	2	7	6	10	6	1	7	4	3	2	8	4	8	5	6	2		3.34
vardas4742		pavarde4742		4	10	5	7	1	8	1	4	3	4	1	7	4	9	6	6	6	2	6	7	10		8.02
vardas4743		pavarde4743		8	2	8	6	8	8	10	2	4	5	2	10	1	4	9	4	3	6	5	3	3		3.96
vardas4744		pavarde4744		8	5	3	5	10	3	8	5	2	3	10	8	3	2	6	2	5	10	2	1	4		4.42
vardas4745		pavarde4745		3	2	9	3	3	10	3	5	6	2	8	2	10	2	1	5	6	9	3	9	3		3.82
vardas4746		pavarde4746		5	7	1	10	3	10	6	5	3	9	5	4	8	3	8	7	1	10	5	6	2		3.52
vardas4747		pavarde4747		10	4	2	9	7	9	9	1	3	1	6	7	2	9	9	8	1	7	4	5	4		4.66
vardas4748		pavarde4748		7	7	6	6	5	2	10	10	7	2	4	1	1	4	7	7	9	6	6	2	9		7.58
vardas4749		pavarde4749		3	4	7	10	7	8	9	7	2	3	4	8	2	8	3	3	9	3	3	7	8		7
vardas4750		pavarde4750		4	9	8	3	5	8	6	2	10	8	5	8	7	10	1	2	4	4	8	6	2		3.56
vardas4751		pavarde4751		7	4	9	7	10	2	2	7	10	4	10	9	4	7	8	8	7	6	3	2	5		5.52
vardas4752		pavarde4752		5	10	6	3	5	9	2	9	2	10	3	2	1	7	10	8	1	9	7	6	1		2.9
vardas4753		pavarde4753		9	8	5	8	7	1	10	7	5	3	10	1	6	7	10	8	3	8	6	10	6		6.24
vardas4754		pavarde4754		2	1	1	2	8	10	8	5	3	6	4	6	2	8	8	9	3	5	2	2	4		4.3
vardas4755		pavarde4755		9	2	3	5	5	9	1	9	6	3	2	3	4	8	7	7	4	3	10	4	8		6.88
vardas4756		pavarde4756		4	4	9	10	3	6	8	7	8	5	3	3	4	3	7	6	7	8	4	10	7		6.58
vardas4757		pavarde4757		5	6	3	2	10	9	4	8	3	3	4	9	3	2	7	8	4	8	10	7	5		5.3
vardas4758		pavarde4758		3	10	4	9	10	9	4	5	3	9	5	9	6	10	8	9	6	5	4	6	1		3.28
vardas4759		pavarde4759		6	8	5	3	8	7	1	7	7	7	6	7	7	2	3	10	4	1	4	3	5		5.12
vardas4760		pavarde4760		5	3	1	7	7	8	9	1	2	5	1	1	10	7	3	5	2	6	7	10	10		8
vardas4761		pavarde4761		7	6	2	7	10	3	2	4	4	8	5	2	8	1	8	3	9	4	10	2	6		5.7
vardas4762		pavarde4762		3	3	9	1	2	3	8	6	6	6	9	9	6	8	10	8	7	3	1	7	10		8.3
vardas4763		pavarde4763		2	10	2	5	4	6	7	8	2	6	7	6	1	10	6	3	3	9	5	5	10		8.14
vardas4764		pavarde4764		4	1	10	4	2	10	8	4	5	1	3	4	3	5	9	9	7	10	6	10	3		4.1
vardas4765		pavarde4765		4	8	3	5	3	8	3	3	5	9	8	8	10	4	10	10	3	1	3	8	8		7.12
vardas4766		pavarde4766		6	9	3	5	4	5	2	6	9	2	3	6	1	6	8	9	6	4	5	2	1		2.62
vardas4767		pavarde4767		9	4	9	2	7	1	3	9	10	9	8	6	9	1	2	4	5	3	2	6	2		3.38
vardas4768		pavarde4768		10	8	6	7	7	2	4	9	7	6	6	3	2	2	2	4	2	8	1	1	7		6.14
vardas4769		pavarde4769		7	4	3	10	6	8	3	2	8	3	5	10	2	10	1	4	7	10	6	1	2		3.4
vardas4770		pavarde4770		2	9	1	8	3	10	10	9	4	7	8	2	5	3	2	9	4	6	5	8	5		5.3
vardas4771		pavarde4771		8	8	2	4	9	4	2	4	1	2	4	9	10	2	4	4	9	6	6	6	5		5.08
vardas4772		pavarde4772		2	9	4	8	1	3	3	9	9	10	5	2	3	1	2	7	5	8	2	5	8		6.76
vardas4773		pavarde4773		6	3	10	2	8	7	5	7	4	10	8	5	7	7	8	8	10	9	10	3	8		7.54
vardas4774		pavarde4774		10	4	2	5	1	2	1	8	4	9	5	4	7	7	8	8	4	4	9	2	3		3.88
vardas4775		pavarde4775		7	6	9	2	1	9	7	8	6	5	9	2	5	6	7	8	7	9	10	3	7		6.72
vardas4776		pavarde4776		3	4	1	10	9	3	6	8	2	8	9	5	3	3	6	10	9	6	5	4	9		7.68
vardas4777		pavarde4777		4	4	3	5	2	1	8	3	9	6	5	6	8	9	7	5	5	1	9	3	6		5.66
vardas4778		pavarde4778		6	10	7	3	3	6	9	2	8	6	10	7	5	5	5	2	3	6	2	1	6		5.72
vardas4779		pavarde4779		10	9	5	6	7	9	2	3	3	5	7	2	8	1	4	2	4	5	6	8	9		7.52
vardas4780		pavarde4780		3	8	6	6	2	4	6	4	4	1	8	1	4	6	6	6	3	2	6	6	1		2.44
vardas4781		pavarde4781		9	2	9	9	10	7	9	4	7	8	5	8	3	9	2	2	8	1	10	2	5		5.48
vardas4782		pavarde4782		6	1	5	7	10	6	10	9	5	5	10	7	6	2	5	10	7	9	6	10	9		8.12
vardas4783		pavarde4783		1	9	6	1	3	6	6	8	3	9	5	1	2	1	2	5	3	1	6	9	9		7.14
vardas4784		pavarde4784		3	8	7	4	5	8	3	3	8	10	8	3	5	3	5	1	10	4	9	1	10		8.16
vardas4785		pavarde4785		4	3	9	7	4	3	3	7	3	5	3	4	3	4	1	7	9	1	8	8	3		3.72
vardas4786		pavarde4786		10	7	8	2	6	9	6	4	8	1	10	3	6	7	3	5	7	3	5	3	6		5.86
vardas4787		pavarde4787		4	4	7	6	7	1	4	5	2	2	10	2	1	2	4	6	6	7	8	10	7		6.16
vardas4788		pavarde4788		3	8	2	6	10	8	8	9	7	8	10	1	5	4	10	5	8	10	4	2	4		4.96
vardas4789		pavarde4789		9	7	6	8	10	4	3	5	8	2	6	9	3	6	10	8	6	7	10	3	5		5.6
vardas4790		pavarde4790		3	1	3	5	6	3	5	7	8	6	9	5	4	3	5	5	8	1	7	4	6		5.56
vardas4791		pavarde4791		6	6	10	1	7	8	7	3	5	2	2	6	6	7	9	10	4	5	5	3	8		7.04
vardas4792		pavarde4792		1	7	9	6	2	3	1	10	10	9	6	9	8	5	9	5	3	9	9	4	7		6.7
vardas4793		pavarde4793		10	8	5	10	6	5	1	8	9	2	4	9	4	6	1	8	3	9	8	5	7		6.62
vardas4794		pavarde4794		3	1	5	1	3	8	4	9	9	9	9	7	5	4	4	9	7	5	3	5	1		2.8
vardas4795		pavarde4795		4	3	3	10	1	8	4	1	2	8	1	9	10	7	2	9	1	10	8	7	2		3.36
vardas4796		pavarde4796		1	3	10	6	5	10	1	4	10	3	2	6	9	6	3	3	8	4	9	9	9		7.64
vardas4797		pavarde4797		2	3	3	10	3	7	2	5	3	7	7	5	5	2	1	3	4	4	3	6	4		4.1
vardas4798		pavarde4798		4	9	6	6	10	10	10	5	7	9	7	9	10	1	5	6	4	2	4	8	6		6.24
vardas4799		pavarde4799		1	10	5	9	7	3	6	8	4	6	2	3	8	8	1	6	7	3	4	2	1		2.66
vardas4800		pavarde4800		8	1	7	9	6	3	8	5	4	4	7	2	3	8	1	2	3	1	2	9	9		7.26
vardas4801		pavarde4801		3	2	1	3	10	6	9	1	2	10	1	10	4	10	9	1	7	2	3	8	8		6.84
vardas4802		pavarde4802		4	10	5	8	8	10	5	10	4	8	10	10	4	9	5	7	2	9	7	9	1		3.48
vardas4803		pavarde4803		9	4	7	4	10	9	10	5	3	6	10	9	4	7	9	3	9	7	10	8	1		3.46
vardas4804		pavarde4804		6	5	4	4	2	3	5	6	1	6	2	10	5	9	6	8	1	6	4	6	1		2.58
vardas4805		pavarde4805		6	4	6	3	6	2	9	5	2	9	8	3	6	7	8	7	1	8	6	3	1		2.78
vardas4806		pavarde4806		3	5	5	10	3	7	2	3	4	10	3	5	5	2	10	6	1	2	3	2	6		5.42
vardas4807		pavarde4807		4	3	10	5	10	4	7	1	3	10	8	2	8	5	3	9	9	10	4	9	1		3.08
vardas4808		pavarde4808		9	6	3	3	9	1	3	10	10	9	7	9	6	8	9	3	6	7	3	8	7		6.78
vardas4809		pavarde4809		10	4	6	9	3	9	2	10	2	2	5	8	10	3	7	2	3	7	3	9	4		4.68
vardas4810		pavarde4810		7	1	9	9	6	1	6	4	2	1	5	7	6	9	1	4	6	2	6	8	5		5
vardas4811		pavarde4811		5	3	8	2	10	3	7	4	2	6	5	8	8	10	8	5	6	2	7	4	5		5.26
vardas4812		pavarde4812		6	5	1	3	5	6	7	2	5	1	4	3	8	5	8	1	7	9	4	4	3		3.68
vardas4813		pavarde4813		3	1	5	7	8	4	8	7	9	5	6	6	2	8	7	4	4	1	9	4	9		7.56
vardas4814		pavarde4814		2	10	3	10	6	9	3	4	5	8	6	8	10	3	9	6	8	3	2	5	9		7.8
vardas4815		pavarde4815		3	2	4	8	2	3	3	8	2	10	6	4	1	7	2	10	10	10	2	9	6		5.72
vardas4816		pavarde4816		2	9	3	5	2	10	2	9	2	6	9	7	8	3	5	7	9	3	7	8	9		7.72
vardas4817		pavarde4817		9	1	6	10	3	6	3	4	1	9	8	9	9	5	10	10	1	1	8	8	3		4.22
vardas4818		pavarde4818		6	4	7	3	2	7	8	5	1	1	2	1	8	8	10	5	6	8	1	7	3		3.8
vardas4819		pavarde4819		9	2	1	5	10	4	1	4	9	3	8	6	1	10	3	10	2	3	5	10	5		5.12
vardas4820		pavarde4820		3	1	6	7	1	10	5	2	10	3	8	9	4	2	4	5	7	7	8	6	10		8.16
vardas4821		pavarde4821		4	2	4	4	6	7	8	6	5	10	3	10	8	8	5	4	8	4	10	3	10		8.38
vardas4822		pavarde4822		1	1	5	10	1	2	6	10	3	7	2	9	8	2	9	10	5	2	3	6	3		3.84
vardas4823		pavarde4823		2	2	8	2	9	5	8	9	5	8	3	3	7	7	1	1	3	8	8	5	2		3.28
vardas4824		pavarde4824		5	5	2	5	6	9	5	1	9	8	10	9	1	3	9	8	5	4	8	10	10		8.44
vardas4825		pavarde4825		5	10	7	5	8	3	7	10	2	4	8	3	7	6	4	6	7	2	1	10	4		4.7
vardas4826		pavarde4826		6	4	1	6	7	5	8	5	3	7	10	5	8	9	10	3	4	5	9	9	6		6.08
vardas4827		pavarde4827		3	10	6	4	6	3	10	9	5	9	10	4	5	7	3	6	9	3	5	10	9		7.94
vardas4828		pavarde4828		3	7	10	2	1	2	10	6	5	6	7	7	9	8	4	7	6	2	6	9	10		8.34
vardas4829		pavarde4829		8	4	1	3	3	1	7	9	3	1	4	3	3	2	6	5	2	4	6	9	4		4.08
vardas4830		pavarde4830		3	1	5	9	10	4	7	5	1	10	8	2	7	8	7	7	4	6	5	5	4		4.68
vardas4831		pavarde4831		9	10	7	10	9	5	9	5	4	8	6	8	4	1	6	7	5	5	2	5	10		8.5
vardas4832		pavarde4832		9	4	5	5	10	7	9	10	7	1	10	3	8	9	9	10	6	2	2	1	6		6.14
vardas4833		pavarde4833		2	9	6	5	6	10	5	9	7	9	7	3	9	6	9	8	10	3	7	6	2		3.92
vardas4834		pavarde4834		2	7	1	1	1	3	3	4	2	2	7	2	1	9	4	5	2	4	5	3	5		4.36
vardas4835		pavarde4835		7	8	7	9	6	1	3	4	7	1	6	10	6	10	4	3	2	1	1	3	3		3.78
vardas4836		pavarde4836		5	7	5	8	10	3	2	5	3	6	2	9	7	2	3	1	9	3	5	5	7		6.2
vardas4837		pavarde4837		6	10	6	9	9	2	2	4	7	1	6	6	1	7	9	5	2	7	1	3	4		4.46
vardas4838		pavarde4838		2	6	8	10	2	8	8	9	9	4	6	6	9	4	4	8	6	5	10	6	9		8
vardas4839		pavarde4839		3	7	8	8	6	3	6	2	8	1	9	6	10	10	3	9	8	2	9	5	3		4.26
vardas4840		pavarde4840		3	5	7	6	6	3	6	10	2	2	9	7	10	1	1	9	4	8	8	2	8		6.98
vardas4841		pavarde4841		1	9	9	5	10	6	3	9	8	10	1	3	1	7	1	4	6	6	4	8	7		6.42
vardas4842		pavarde4842		6	3	8	6	10	2	2	7	10	9	4	9	1	3	7	2	10	2	2	1	5		5.08
vardas4843		pavarde4843		5	1	2	10	6	8	3	7	10	1	1	9	6	8	1	10	6	1	8	1	8		6.88
vardas4844		pavarde4844		2	5	1	3	8	4	4	4	3	7	1	5	4	9	5	10	4	4	8	3	5		4.88
vardas4845		pavarde4845		5	7	3	9	2	9	2	7	9	10	2	9	8	2	4	4	2	5	10	6	7		6.5
vardas4846		pavarde4846		3	7	5	4	1	4	9	8	2	7	6	2	10	5	5	6	2	4	7	8	1		2.7
vardas4847		pavarde4847		4	5	8	1	4	7	9	5	2	6	6	1	1	6	10	5	7	7	1	1	5		4.92
vardas4848		pavarde4848		8	9	9	8	7	8	6	2	10	8	9	6	1	3	6	4	3	6	6	6	6		6.1
vardas4849		pavarde4849		6	10	6	9	6	5	2	3	3	10	10	10	10	10	1	5	3	1	1	4	9		7.7
vardas4850		pavarde4850		10	6	1	9	1	1	4	2	1	6	5	7	5	6	4	8	2	2	7	10	8		6.74
vardas4851		pavarde4851		7	2	10	5	8	10	1	7	3	5	10	10	4	1	6	1	10	8	5	3	5		5.32
vardas4852		pavarde4852		8	5	9	3	9	7	7	6	6	10	7	7	4	10	3	1	1	8	9	3	2		3.66
vardas4853		pavarde4853		9	7	8	10	10	3	7	3	3	9	2	7	4	10	5	1	4	1	9	9	5		5.42
vardas4854		pavarde4854		4	1	10	4	3	2	4	8	10	5	7	3	1	3	6	5	9	9	8	3	10		8.1
vardas4855		pavarde4855		1	9	1	8	4	1	1	9	3	2	7	5	8	8	6	3	3	5	5	4	4		4.26
vardas4856		pavarde4856		10	5	9	6	2	8	6	1	8	3	1	5	3	10	2	3	7	1	9	7	2		3.32
vardas4857		pavarde4857		1	8	9	2	8	9	10	9	6	8	3	6	5	1	4	7	9	7	9	3	5		5.48
vardas4858		pavarde4858		8	2	6	8	9	5	10	10	5	9	6	3	4	9	1	1	4	3	1	2	7		6.32
vardas4859		pavarde4859		5	1	1	6	2	8	1	2	4	5	7	8	4	2	8	7	7	9	1	10	6		5.56
vardas4860		pavarde4860		9	5	9	1	2	9	3	8	4	8	2	5	10	3	9	7	3	6	7	1	3		4.02
vardas4861		pavarde4861		9	4	9	1	3	7	2	7	6	3	7	3	2	9	3	9	1	3	1	6	6		5.5
vardas4862		pavarde4862		1	1	6	4	7	7	4	10	5	7	8	7	10	4	4	5	8	4	3	2	4		4.54
vardas4863		pavarde4863		6	4	10	6	9	2	8	5	2	5	3	10	1	8	9	3	3	3	1	9	9		7.54
vardas4864		pavarde4864		1	1	2	8	5	1	10	9	1	9	1	6	8	6	4	4	6	6	7	3	10		7.96
vardas4865		pavarde4865		1	10	2	3	3	3	1	3	10	1	9	5	9	6	7	10	6	10	3	3	4		4.5
vardas4866		pavarde4866		2	8	2	1	3	10	1	9	7	8	7	2	6	4	1	8	6	1	9	9	8		6.88
vardas4867		pavarde4867		4	5	4	4	5	5	4	9	3	3	9	8	9	5	1	7	4	8	8	10	2		3.5
vardas4868		pavarde4868		5	9	3	5	10	5	8	1	1	7	10	6	2	5	9	2	4	1	1	6	2		3.2
vardas4869		pavarde4869		4	2	9	6	6	10	3	3	4	5	2	8	5	3	10	5	10	4	10	10	2		3.58
vardas4870		pavarde4870		9	9	8	9	8	7	9	3	7	9	9	7	7	5	7	8	2	1	2	10	6		6.32
vardas4871		pavarde4871		2	7	2	6	9	5	8	10	8	1	4	1	9	10	1	10	4	4	9	2	7		6.44
vardas4872		pavarde4872		8	2	9	6	10	9	1	2	1	2	2	9	4	10	8	7	10	6	4	10	8		7.2
vardas4873		pavarde4873		9	4	9	2	1	9	4	8	5	4	8	4	1	10	4	5	9	10	8	4	2		3.56
vardas4874		pavarde4874		2	5	2	5	8	1	3	9	1	2	10	2	5	5	4	1	2	3	10	8	10		7.76
vardas4875		pavarde4875		5	4	9	7	2	1	3	8	7	8	3	7	2	3	5	5	3	3	4	7	7		6.12
vardas4876		pavarde4876		10	4	6	2	9	1	9	7	4	8	10	8	3	10	1	1	10	2	2	3	3		4
vardas4877		pavarde4877		3	10	8	1	1	2	9	9	2	10	9	9	5	9	9	8	6	9	8	8	3		4.5
vardas4878		pavarde4878		9	6	2	8	5	4	4	9	1	1	7	4	7	7	9	1	7	6	7	3	5		5.14
vardas4879		pavarde4879		5	1	5	9	2	7	1	1	10	4	7	10	6	9	5	9	1	4	3	8	3		3.94
vardas4880		pavarde4880		2	3	4	10	9	8	10	3	9	6	8	7	8	10	7	8	6	5	6	10	2		3.98
vardas4881		pavarde4881		9	10	4	6	5	9	8	8	9	9	6	10	1	3	4	2	10	10	1	2	7		6.72
vardas4882		pavarde4882		4	3	6	2	2	5	7	9	5	10	2	9	3	3	2	2	1	6	5	9	6		5.5
vardas4883		pavarde4883		10	4	2	10	8	2	1	4	10	9	1	2	4	7	6	6	1	2	1	6	9		7.32
vardas4884		pavarde4884		5	3	2	2	8	5	1	10	6	5	9	4	4	10	7	7	8	3	2	9	8		7
vardas4885		pavarde4885		9	6	4	4	3	1	9	4	9	6	10	5	7	9	7	7	4	6	5	4	5		5.38
vardas4886		pavarde4886		5	1	1	1	5	8	5	6	4	9	8	8	10	8	1	5	5	9	1	5	9		7.5
vardas4887		pavarde4887		6	1	6	9	4	6	8	4	8	10	3	4	9	3	7	8	4	4	3	6	4		4.66
vardas4888		pavarde4888		3	6	7	7	9	7	9	3	6	3	9	4	7	3	1	3	8	7	7	5	6		5.88
vardas4889		pavarde4889		3	5	8	7	5	1	1	2	7	5	10	10	6	8	7	6	2	3	6	1	4		4.46
vardas4890		pavarde4890		9	7	10	4	9	5	6	5	8	9	2	1	7	2	5	7	1	4	2	10	9		7.66
vardas4891		pavarde4891		2	5	6	6	4	6	2	1	4	2	6	4	2	5	10	9	4	3	4	9	2		3.08
vardas4892		pavarde4892		10	7	4	10	5	3	4	10	8	6	5	8	7	7	4	7	2	5	8	6	8		7.32
vardas4893		pavarde4893		2	10	1	6	7	3	6	10	10	1	7	3	1	2	5	8	7	9	5	8	1		2.82
vardas4894		pavarde4894		9	6	3	10	10	7	2	4	6	4	6	8	10	4	6	3	4	1	5	1	1		2.78
vardas4895		pavarde4895		3	4	4	1	10	2	2	9	10	5	2	7	5	10	6	2	5	10	1	3	3		3.82
vardas4896		pavarde4896		3	3	3	8	5	4	6	1	2	5	1	4	10	1	3	7	5	10	6	2	5		4.78
vardas4897		pavarde4897		9	4	4	8	2	5	6	10	9	3	3	3	5	5	6	7	6	1	2	10	3		3.96
vardas4898		pavarde4898		6	4	10	2	4	3	6	9	9	2	7	10	1	5	5	9	6	7	10	3	10		8.36
vardas4899		pavarde4899		6	3	5	10	5	9	7	3	10	6	7	6	4	1	2	6	4	6	1	7	8		6.96
vardas4900		pavarde4900		1	8	2	9	5	1	4	7	8	6	10	5	5	5	3	8	10	2	4	9	5		5.24
vardas4901		pavarde4901		1	10	4	6	8	8	8	8	5	2	10	1	8	9	9	7	3	5	3	3	6		5.96
vardas4902		pavarde4902		10	2	10	3	3	3	5	7	6	10	1	5	5	4	3	6	2	1	5	3	2		3.08
vardas4903		pavarde4903		6	3	2	6	1	7	8	2	5	10	7	10	5	2	4	2	2	3	1	5	8		6.62
vardas4904		pavarde4904		2	5	9	9	2	2	3	9	6	8	6	6	7	2	2	2	4	4	2	1	2		3.02
vardas4905		pavarde4905		9	3	5	10	9	6	9	9	2	4	3	6	8	9	3	10	2	5	10	4	9		7.92
vardas4906		pavarde4906		5	5	8	4	4	10	7	4	10	9	6	8	6	4	10	3	7	4	9	1	10		8.48
vardas4907		pavarde4907		5	4	6	7	8	1	10	10	6	8	9	9	7	6	5	4	9	10	1	9	3		4.48
vardas4908		pavarde4908		5	2	4	3	9	10	5	5	5	2	1	10	9	3	6	6	1	7	2	5	10		8
vardas4909		pavarde4909		8	1	7	5	6	2	7	8	6	6	8	8	2	5	7	10	6	6	6	2	8		7.12
vardas4910		pavarde4910		6	8	4	8	1	3	10	4	7	6	10	2	7	4	3	9	5	1	7	3	5		5.16
vardas4911		pavarde4911		8	2	7	4	9	8	3	4	1	2	10	5	10	7	3	3	9	10	8	6	2		3.58
vardas4912		pavarde4912		4	6	1	5	2	3	9	9	3	6	6	1	10	5	1	5	4	8	4	9	7		6.22
vardas4913		pavarde4913		3	2	8	3	10	6	6	4	9	4	4	3	8	5	9	3	5	7	3	6	8		6.96
vardas4914		pavarde4914		3	4	5	1	10	1	8	10	5	2	9	7	7	7	8	6	9	10	6	3	7		6.62
vardas4915		pavarde4915		3	10	7	3	9	7	5	2	1	6	7	8	6	7	1	7	4	6	3	9	4		4.62
vardas4916		pavarde4916		10	5	1	9	1	6	5	7	6	6	4	10	6	8	6	4	3	5	6	6	10		8.28
vardas4917		pavarde4917		2	8	2	2	5	3	3	9	7	2	10	5	10	9	3	4	10	5	10	10	10		8.38
vardas4918		pavarde4918		6	4	10	4	2	6	4	7	6	2	5	4	4	5	10	8	10	4	9	8	4		4.76
vardas4919		pavarde4919		10	2	8	6	6	10	9	8	9	2	8	10	1	8	10	3	5	6	6	9	10		8.72
vardas4920		pavarde4920		2	4	10	4	9	4	8	8	2	1	4	4	1	10	10	6	3	3	1	9	6		5.66
vardas4921		pavarde4921		8	9	4	6	7	2	9	3	9	9	2	5	7	7	2	2	6	5	5	10	7		6.54
vardas4922		pavarde4922		8	5	9	7	1	6	2	4	9	8	2	5	7	9	2	4	5	6	10	6	10		8.3
vardas4923		pavarde4923		10	2	8	10	5	4	8	2	7	9	7	4	7	7	4	2	9	5	2	4	8		7.12
vardas4924		pavarde4924		2	8	5	10	10	9	5	2	7	2	8	8	3	4	3	5	5	3	1	8	7		6.36
vardas4925		pavarde4925		4	1	6	8	9	7	10	3	3	5	10	9	9	6	8	1	9	10	4	10	3		4.44
vardas4926		pavarde4926		4	3	8	8	2	10	8	1	7	9	5	4	8	9	6	10	8	4	1	3	3		4.16
vardas4927		pavarde4927		10	10	8	5	1	3	1	7	7	7	4	2	8	9	1	7	4	10	4	7	1		2.9
vardas4928		pavarde4928		6	10	8	1	1	5	8	7	8	8	6	9	5	2	10	10	1	10	3	7	8		7.3
vardas4929		pavarde4929		10	6	3	2	8	1	9	1	3	2	10	8	5	7	8	6	4	8	10	8	4		4.78
vardas4930		pavarde4930		2	7	1	10	6	10	10	2	10	2	4	2	6	5	10	4	5	10	3	8	1		2.94
vardas4931		pavarde4931		9	2	8	3	2	10	6	5	3	7	9	3	4	7	1	1	2	4	10	3	2		3.18
vardas4932		pavarde4932		8	10	2	4	9	3	5	9	6	5	8	9	6	8	9	5	1	10	9	9	1		3.3
vardas4933		pavarde4933		7	9	8	4	1	9	4	1	6	7	7	9	3	6	2	10	2	7	6	10	7		6.56
vardas4934		pavarde4934		5	6	10	3	4	9	5	1	5	7	4	8	9	7	8	6	3	6	8	6	5		5.4
vardas4935		pavarde4935		9	5	9	6	9	6	4	2	6	5	9	3	1	5	4	10	8	9	7	10	2		3.74
vardas4936		pavarde4936		7	7	10	8	8	7	6	7	3	9	9	4	1	5	3	10	9	10	7	1	4		5.02
vardas4937		pavarde4937		6	3	8	3	10	2	2	7	2	6	5	6	9	5	5	1	3	6	1	9	1		2.58
vardas4938		pavarde4938		4	9	8	9	3	2	7	8	3	1	4	5	10	10	5	2	9	4	7	8	4		4.76
vardas4939		pavarde4939		3	7	8	8	9	5	6	9	4	9	3	5	2	10	6	7	4	2	7	9	7		6.66
vardas4940		pavarde4940		9	2	4	7	8	4	9	3	9	5	7	6	2	8	8	6	9	5	7	10	4		4.96
vardas4941		pavarde4941		10	9	6	1	10	4	5	2	8	1	3	10	9	4	9	2	2	6	7	2	6		5.8
vardas4942		pavarde4942		4	8	5	3	2	6	8	4	10	6	6	4	7	9	10	8	10	8	2	7	9		7.94
vardas4943		pavarde4943		9	2	7	8	5	9	6	9	6	6	10	8	10	6	9	9	5	7	3	8	5		5.84
vardas4944		pavarde4944		5	10	6	10	9	3	1	2	4	8	6	8	3	7	6	9	2	10	2	1	8		7.04
vardas4945		pavarde4945		8	10	1	1	5	3	9	4	5	10	2	1	2	10	6	7	2	7	6	9	4		4.56
vardas4946		pavarde4946		5	10	8	7	10	5	2	9	8	10	2	2	1	10	8	7	6	1	1	2	2		3.48
vardas4947		pavarde4947		5	9	2	6	6	5	10	6	9	3	6	10	10	6	4	10	7	4	7	6	2		3.82
vardas4948		pavarde4948		3	6	3	2	2	8	10	6	1	9	2	2	2	3	7	4	10	3	3	6	10		7.84
vardas4949		pavarde4949		1	10	7	10	7	1	6	8	5	9	4	2	4	4	8	8	3	5	4	5	10		8.22
vardas4950		pavarde4950		4	9	9	2	1	8	5	8	3	7	10	2	3	10	6	1	8	2	3	3	7		6.28
vardas4951		pavarde4951		4	5	10	10	2	5	7	4	3	6	10	6	2	5	1	4	7	5	10	6	7		6.44
vardas4952		pavarde4952		9	4	10	3	5	1	3	1	3	5	2	7	1	6	6	3	9	2	8	7	10		7.9
vardas4953		pavarde4953		6	3	8	5	4	9	2	2	5	1	3	1	3	8	7	9	8	8	9	2	4		4.46
vardas4954		pavarde4954		5	1	4	2	9	9	2	2	7	3	4	1	8	6	4	4	1	4	6	5	3		3.54
vardas4955		pavarde4955		4	6	8	8	3	5	3	6	8	1	6	4	1	5	9	2	4	2	10	10	4		4.5
vardas4956		pavarde4956		8	1	4	10	5	9	3	10	6	9	9	2	5	6	1	4	6	8	10	5	1		3.02
vardas4957		pavarde4957		9	5	1	9	9	7	3	3	4	4	2	3	6	5	6	8	4	10	7	8	3		4.06
vardas4958		pavarde4958		8	10	10	8	2	1	5	7	3	6	4	6	3	10	1	7	4	4	4	3	2		3.32
vardas4959		pavarde4959		5	4	10	5	10	3	2	3	9	9	4	3	6	4	5	5	6	7	1	3	5		5.08
vardas4960		pavarde4960		2	7	9	4	3	5	2	1	7	6	8	1	9	7	8	2	7	6	4	4	6		5.64
vardas4961		pavarde4961		1	7	8	9	10	4	1	9	6	9	7	6	1	9	4	8	5	4	10	9	2		3.74
vardas4962		pavarde4962		3	3	6	6	10	1	2	5	7	6	7	7	1	7	4	6	7	7	2	4	9		7.42
vardas4963		pavarde4963		4	9	1	4	7	4	8	4	7	7	8	6	10	2	2	10	10	3	5	8	3		4.18
vardas4964		pavarde4964		8	10	7	2	1	4	6	7	5	6	4	4	6	9	4	10	2	5	7	4	8		7.02
vardas4965		pavarde4965		10	4	9	4	2	10	6	7	6	8	6	2	6	7	2	1	7	6	9	6	9		7.76
vardas4966		pavarde4966		1	2	10	1	7	2	5	2	5	7	10	6	7	2	8	5	4	10	1	1	2		3.12
vardas4967		pavarde4967		7	5	7	3	6	7	6	2	2	3	7	4	3	8	9	9	8	10	6	3	1		2.9
vardas4968		pavarde4968		5	1	4	4	4	3	10	10	7	3	7	7	6	6	8	8	8	2	10	10	4		4.86
vardas4969		pavarde4969		7	1	9	10	10	6	4	2	1	8	10	9	3	1	5	7	3	7	3	8	5		5.28
